Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
31,Us-2023-157147,2023-01-13,2023-01-18,Standard Class,Bd-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,Off-St-10000078,Office Supplies,Storage,Tennsco 6- And 18-Compartment Lockers,1325.8500000000001,5,0.0,238.6529999999999
32,Us-2023-162775,2023-01-13,2023-01-15,Second Class,Cs-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,Tec-Ac-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,0.0,258.696
33,Us-2023-149524,2023-01-14,2023-01-15,First Class,Bs-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Fur-Bo-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,4,0.5,-53.28560000000001
34,Us-2023-103366,2023-01-15,2023-01-17,First Class,Eh-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,Tec-Ac-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse For Web Scrolling,149.95,5,0.0,65.97800000000001
35,Us-2023-115791,2023-01-16,2023-01-18,Second Class,Dl-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Fur-Fu-10001095,Furniture,Furnishings,Dax Black Cherry Wood-Tone Poster Frame,127.10400000000001,6,0.2,28.598399999999998
36,Us-2023-115791,2023-01-16,2023-01-18,Second Class,Dl-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Off-Bi-10001575,Office Supplies,Binders,Gbc Linen Binding Covers,18.588000000000005,2,0.7,-13.6312
37,Us-2023-115791,2023-01-16,2023-01-18,Second Class,Dl-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Off-La-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072000000000003,3,0.2,10.149299999999997
38,Us-2023-115791,2023-01-16,2023-01-18,Second Class,Dl-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Tec-Ph-10004614,Technology,Phones,At&T 841000 Phone,124.19999999999999,3,0.4,-31.05000000000001
39,Us-2023-123477,2023-01-18,2023-01-21,Second Class,Dw-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477,West,Off-Ap-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.486400000000003
40,Us-2023-146591,2023-01-19,2023-01-20,First Class,Ts-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,Fur-Bo-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase In Odessa Pine,181.47000000000003,5,0.7,-320.597
41,Us-2023-146591,2023-01-19,2023-01-20,First Class,Ts-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,Off-Bi-10003676,Office Supplies,Binders,"Gbc Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716
42,Us-2023-146591,2023-01-19,2023-01-20,First Class,Ts-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,Off-En-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693
43,Us-2023-146591,2023-01-19,2023-01-20,First Class,Ts-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,Off-Pa-10000659,Office Supplies,Paper,"Tops Carbonless Receipt Book, Four 2-3/4 X 7-1/4 Money Receipts Per Page",56.064,4,0.2,19.6224
44,Us-2023-147627,2023-01-20,2023-01-26,Standard Class,Hl-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Fur-Ch-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs With Adjustable Arms,1067.94,3,0.0,224.2673999999999
45,Us-2023-167927,2023-01-20,2023-01-26,Standard Class,Xp-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Fur-Fu-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.860899999999999
46,Us-2023-167927,2023-01-20,2023-01-26,Standard Class,Xp-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Fur-Fu-10002918,Furniture,Furnishings,Eldon Clustermat Chair Mat With Cordless Antistatic Protection,272.94,3,0.0,30.02340000000001
47,Us-2023-147627,2023-01-20,2023-01-26,Standard Class,Hl-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Fur-Fu-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0.0,11.579999999999998
48,Us-2023-148614,2023-01-20,2023-01-25,Standard Class,Mv-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,Fur-Fu-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.789999999999999
49,Us-2023-167927,2023-01-20,2023-01-26,Standard Class,Xp-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Off-Ap-10002311,Office Supplies,Appliances,"Holmes Replacement Filter For Hepa Air Cleaner, Very Large Room, Hepa Filter",247.716,4,0.1,93.58160000000001
50,Us-2023-147627,2023-01-20,2023-01-26,Standard Class,Hl-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Off-Ar-10002375,Office Supplies,Art,Newell 351,22.959999999999997,7,0.0,6.658399999999997
51,Us-2023-147627,2023-01-20,2023-01-26,Standard Class,Hl-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Off-Ar-10003811,Office Supplies,Art,Newell 327,6.63,3,0.0,1.7901
52,Us-2023-167927,2023-01-20,2023-01-26,Standard Class,Xp-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Off-Ar-10004456,Office Supplies,Art,Panasonic Kp-4Abk Battery-Operated Pencil Sharpener,43.92,3,0.0,12.736799999999999
53,Us-2023-167927,2023-01-20,2023-01-26,Standard Class,Xp-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Off-Bi-10000605,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 9 1/2"" X 11"", Executive Red",19.05,5,0.0,8.953499999999998
54,Us-2023-147774,2023-01-20,2023-01-26,Standard Class,Mm-18280,Muhammed Macintyre,Corporate,United States,Smyrna,Tennessee,37167,South,Off-Bi-10003091,Office Supplies,Binders,Gbc Docubind Tl200 Manual Binding Machine,67.194,1,0.7,-51.515399999999985
55,Us-2023-167927,2023-01-20,2023-01-26,Standard Class,Xp-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Off-Bi-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.700000000000003,5,0.0,13.365
56,Us-2023-147627,2023-01-20,2023-01-26,Standard Class,Hl-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Off-En-10001539,Office Supplies,Envelopes,Staple Envelope,23.34,3,0.0,10.9698
57,Us-2023-148614,2023-01-20,2023-01-25,Standard Class,Mv-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,Off-Pa-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" X 4""",19.36,2,0.0,9.2928
58,Us-2023-167927,2023-01-20,2023-01-26,Standard Class,Xp-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Off-St-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0.0,4.0542
59,Us-2023-167927,2023-01-20,2023-01-26,Standard Class,Xp-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,Off-St-10003123,Office Supplies,Storage,Fellowes Bases And Tops For Staxonsteel/High-Stak Systems,66.58,2,0.0,15.979199999999999
60,Us-2023-147627,2023-01-20,2023-01-26,Standard Class,Hl-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Tec-Ph-10001061,Technology,Phones,Apple Iphone 5C,699.93,7,0.0,181.9818
61,Us-2023-110422,2023-01-21,2023-01-23,Second Class,Tb-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,Fur-Fu-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25.248,3,0.2,4.102799999999999
62,Ca-2023-115238,2023-01-21,2023-01-24,Standard Class,Jw-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,Fur-Fu-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",24.3,5,0.0,10.45
63,Ca-2023-115238,2023-01-21,2023-01-24,Standard Class,Jw-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,Fur-Fu-10002445,Furniture,Furnishings,"Dax Two-Tone Rosewood/Black Document Frame, Desktop, 5 X 7",9.48,1,0.0,3.79
64,Ca-2023-115238,2023-01-21,2023-01-24,Standard Class,Jw-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,Fur-Fu-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",31.4,5,0.0,13.19
65,Ca-2023-115238,2023-01-21,2023-01-24,Standard Class,Jw-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,Off-Pa-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. And 88 Bright),6.48,1,0.0,3.11
66,Ca-2023-115238,2023-01-21,2023-01-24,Standard Class,Jw-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,Tec-Ph-10001300,Technology,Phones,"Ikross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush For Apple Iphone 5S 5C 5, 4S 4",209.5,10,0.0,58.66
67,Us-2023-146997,2023-01-23,2023-01-27,Standard Class,Sg-20605,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,Off-Fa-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.9399999999999995,3,0.0,0.0
68,Us-2023-102645,2023-01-23,2023-01-28,Standard Class,Im-15055,Ionia Mcgrath,Consumer,United States,Las Vegas,Nevada,89115,West,Off-Pa-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0.0,19.2384
69,Us-2023-167997,2023-01-26,2023-01-29,First Class,Ca-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,Fur-Bo-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish On Steel, Gray",141.96,2,0.0,39.7488
70,Us-2023-155502,2023-01-26,2023-01-31,Standard Class,Sd-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Fur-Fu-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.419999999999998,3,0.0,4.4712
71,Us-2023-155502,2023-01-26,2023-01-31,Standard Class,Sd-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Fur-Fu-10004587,Furniture,Furnishings,"Ge General Use Halogen Bulbs, 100 Watts, 1 Bulb Per Pack",62.82000000000001,3,0.0,30.7818
72,Us-2023-167997,2023-01-26,2023-01-29,First Class,Ca-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,Off-Bi-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0.0,5.0196
73,Us-2023-155502,2023-01-26,2023-01-31,Standard Class,Sd-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Off-Pa-10000380,Office Supplies,Paper,"Rediform Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0.0,8.34
74,Us-2023-155502,2023-01-26,2023-01-31,Standard Class,Sd-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Off-Pa-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" X 11"", Ream",19.44,3,0.0,9.3312
75,Us-2023-155502,2023-01-26,2023-01-31,Standard Class,Sd-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Off-St-10004337,Office Supplies,Storage,"Safco Commercial Wire Shelving, 72H",489.92,8,0.0,0.0
76,Us-2023-155502,2023-01-26,2023-01-31,Standard Class,Sd-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Tec-Ph-10002103,Technology,Phones,Jabra Speak 410,187.98,2,0.0,52.6344
77,Us-2023-155502,2023-01-26,2023-01-31,Standard Class,Sd-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Tec-Ph-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,13,0.0,0.0
78,Us-2023-117163,2023-01-27,2023-02-02,Standard Class,Ej-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,Fur-Ta-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333.0,3,0.2,-16.64999999999999
79,Us-2023-117163,2023-01-27,2023-02-02,Standard Class,Ej-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,Off-Ar-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0.0,12.025199999999998
80,Us-2023-117163,2023-01-27,2023-02-02,Standard Class,Ej-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,Off-St-10003692,Office Supplies,Storage,Recycled Steel Personal File For Hanging File Folders,57.23,1,0.0,14.307499999999997
81,Us-2023-100328,2023-01-28,2023-02-03,Standard Class,Jc-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,Off-Bi-10000343,Office Supplies,Binders,"Pressboard Covers With Storage Hooks, 9 1/2"" X 11"", Light Blue",3.9280000000000004,1,0.2,1.3256999999999999
82,Us-2023-134103,2023-01-30,2023-02-04,Standard Class,Mv-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,Off-Pa-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752
83,Us-2023-134103,2023-01-30,2023-02-04,Standard Class,Mv-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,Off-St-10000991,Office Supplies,Storage,Space Solutions Hd Industrial Steel Shelving.,229.94,2,0.0,6.898200000000003
84,Us-2023-115161,2023-01-31,2023-02-02,First Class,Lc-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691,West,Fur-Bo-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4195999999999884
85,Us-2023-140795,2023-02-01,2023-02-03,First Class,Bd-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,Tec-Ac-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.90000000000003,6,0.0,206.31600000000006
86,Us-2023-123400,2023-02-02,2023-02-09,Standard Class,Eb-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,Off-Bi-10000666,Office Supplies,Binders,Surelock Post Binders,18.336000000000002,2,0.7,-12.224
87,Us-2023-139857,2023-02-02,2023-02-06,Standard Class,Cd-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,Off-Fa-10001843,Office Supplies,Fasteners,Staples,12.350000000000001,5,0.0,5.8045
88,Us-2023-123400,2023-02-02,2023-02-09,Standard Class,Eb-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,Tec-Ph-10002890,Technology,Phones,At&T 17929 Lendline Telephone,180.96,5,0.2,13.571999999999996
89,Us-2023-111059,2023-02-03,2023-02-06,Second Class,Tb-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,Off-Bi-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272000000000002,3,0.2,4.3134
90,Us-2023-111059,2023-02-03,2023-02-06,Second Class,Tb-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,Off-Bi-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,0.2,27.247999999999998
91,Us-2023-104808,2023-02-04,2023-02-08,Second Class,Mh-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025,West,Off-Bi-10003676,Office Supplies,Binders,"Gbc Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2,0.2,6.036799999999999
92,Us-2023-107181,2023-02-04,2023-02-08,Standard Class,Db-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,Off-Bi-10004230,Office Supplies,Binders,Gbc Recycled Grain Textured Covers,82.896,3,0.2,29.0136
93,Us-2023-107181,2023-02-04,2023-02-08,Standard Class,Db-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,Off-Pa-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0.0,16.0928
94,Us-2023-108182,2023-02-06,2023-02-10,Second Class,Dl-13315,Delfina Latchford,Consumer,United States,Romeoville,Illinois,60441,Central,Off-Bi-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",8.951999999999998,2,0.8,-14.770800000000001
95,Us-2023-131905,2023-02-06,2023-02-09,First Class,Nd-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,Off-La-10002787,Office Supplies,Labels,Avery 480,15.0,4,0.0,7.199999999999999
96,Us-2023-131905,2023-02-06,2023-02-09,First Class,Nd-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,Tec-Ph-10001615,Technology,Phones,At&T Cl82213,144.95,5,0.0,42.035499999999985
97,Us-2023-131905,2023-02-06,2023-02-09,First Class,Nd-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,Tec-Ph-10003645,Technology,Phones,Aastra 57I Voip Phone,161.61,1,0.0,42.018600000000006
98,Us-2023-169390,2023-02-07,2023-02-10,Second Class,Cs-12250,Chris Selesnick,Corporate,United States,New York City,New York,10024,East,Off-St-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,4,0.0,9.744
99,Us-2023-107755,2023-02-07,2023-02-12,Standard Class,Ck-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036,East,Tec-Ac-10000710,Technology,Accessories,Maxell Dvd-Ram Discs,115.36,7,0.0,49.60480000000001
100,Us-2023-125759,2023-02-08,2023-02-09,First Class,Nm-18445,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,89031,West,Fur-Fu-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,2,0.0,5.5328
101,Us-2023-168368,2023-02-11,2023-02-15,Second Class,Ga-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,Fur-Ch-10001146,Furniture,Chairs,"Global Value Mid-Back Manager'S Chair, Gray",60.89,1,0.0,15.222499999999997
102,Us-2023-168368,2023-02-11,2023-02-15,Second Class,Ga-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,Fur-Fu-10002298,Furniture,Furnishings,"Rubbermaid Clustermat Chairmats, Mat Size- 66"" X 60"", Lip 20"" X 11"" -90 Degree Angle",332.94,3,0.0,53.270399999999995
103,Us-2023-127614,2023-02-11,2023-02-15,Standard Class,Nf-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,Fur-Ta-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,6,0.0,75.37319999999994
104,Us-2023-127614,2023-02-11,2023-02-15,Standard Class,Nf-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,Off-Bi-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders With Dubllock Round Rings,17.46,2,0.0,8.206199999999999
